ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,pct_chg
600560.SH,20180825,20180630,0.0455,0.0455,1.1643,1.1643,0.9243,0.2581,1.1547,1626895.32,8542749.93,71680596.45,1.6526,0.902,0.6028,1.0342,0.1897,1.7159,0.1599,9441199.15,11159858.62,16786771.96,15013458.7758,15013458.7758,823964825.37,15865855.85,0.0,-39946637.58,687181257.83,537736299.49,497789661.91,776979146.7,315968962.8,0.0455,3.3371,0.2308,1.4128,0.0297,0.0499,0.0671,0.0671,4.1953,27.5281,72.4719,15.9849,4.1953,3.7053,12.4401,-0.1604,7.0811,96.3742,4.5473,4.2858,1.3657,1.362,1.1473,0.6853,0.6708,1.2994,2.7314,1.3706,51.9437,2.0809,2.1871,84.2215,15.7785,42.5023,0.0,96.056,98.1108,1.8892,0.0626,1.0809,0.8887,,0.8182,,,0.0615,794.9514,1.3416,0.6245,174454990.33,4.65,3.3258,97.896,0.769,0.5773,0.3771,32.4502,0.0,0.0,2455.102,2.1001,2.1384,-10.7271,-19.27,2446.0378,-12.1827,0.4606,-1.4326,0.4617,-7.8195,-7.8195,-6.1549,-22.9437,1.6575,-13.8047
600566.SH,20180728,20180630,1.041,1.038,4.671,4.671,2.1389,0.1987,2.6857,17751900.26,824765078.71,3222515281.61,2.1588,2.0444,1.797,2.06,1.0046,2.3218,0.5561,969726324.62,998085872.49,1083499244.26,776606762.7244,776606762.7244,1787578538.47,79577632.32,555510829.41,-503385366.41,4177768937.08,2071432518.68,1012536322.86,5150766614.96,2348882052.41,1.0346,5.5144,1.2549,2.8844,0.1317,1.2256,0.9537,0.9537,22.1498,84.72,15.28,56.956,22.1498,51.1324,5.6698,0.1537,0.4122,74.5059,25.9362,26.2397,18.7287,17.97,18.3341,14.5914,12.3171,16.5305,37.4574,29.1828,34.5211,1.5272,1.5205,54.9879,45.0121,59.53,10.785,89.215,73.7856,26.2144,0.5717,0.5272,1.8968,8.2721,1.7245,7.5206,,0.4218,156.5748,24.6342,12.3171,2471102957.33,26.0939,49.9475,72.994,7.9393,8.0181,5.2064,28.1743,44.7844,44.3672,42.8946,53.7802,46.3404,44.8093,51.22,43.723,13.4076,4.6316,5.334,4.3947,35.3557,35.3557,19.2665,-13.1472,27.6893,-14.1085
600577.SH,20180726,20180630,0.146,0.146,3.233,3.233,0.01,0.0546,0.5102,112143717.37,174115565.76,597751316.82,1.8852,1.5071,1.4782,3.1325,1.4933,6.831,1.0785,259295384.53,470415245.66,530822003.32,81215999.9924,106888089.3524,1331170318.4,19856022.94,987515556.59,342344703.84,2887750333.95,2052486438.17,2394831142.01,4596173142.35,1104366324.35,0.1464,1.5931,0.0607,0.5648,0.0761,0.2406,0.0415,0.0547,5.0981,9.4558,90.5442,5.1075,5.0981,1.3527,2.7799,0.9748,-0.0373,95.8982,6.3539,7.4415,9.4111,9.36,5.7242,8.0253,5.4981,8.1811,18.8222,16.0506,39.3217,1.648,1.9271,73.4997,26.5003,48.5565,21.4856,67.7736,99.1509,0.8491,0.0512,0.648,1.332,3.1544,1.2349,2.9243,8.4352,0.0507,86.0653,10.9962,4.8836,984918958.43,6.4891,1.4983,95.445,6.9319,3.3097,3.8034,4.6095,65.9091,65.9091,137.0348,58.0823,53.9258,65.5995,5.61,137.0332,55.9887,4.9404,2.9627,4.9364,18.5344,18.5344,11.1075,136.1963,6.1612,-3.3426
600579.SH,20180809,20180630,0.0253,0.0253,0.6745,0.6745,3.8593,0.0705,-2.0875,569408.05,9813265.43,41766814.57,2.4061,1.6263,1.3803,0.5207,0.2238,1.4155,0.1666,-3219446.62,12105723.43,25288668.45,-147804501.3617,-97804501.3617,418015370.8,19447592.46,120000000.0,-8498370.48,955613135.62,756477677.22,747979306.74,1287159036.62,-828242450.9,0.0253,2.8423,-0.2797,-2.017,-0.2226,0.0295,-0.3599,-0.2382,3.7483,15.0786,84.9214,16.7311,3.7483,4.1032,12.3098,0.3181,-1.95,101.1623,-0.6273,4.3704,0.8935,0.89,0.8445,0.7283,0.6247,0.9037,1.787,1.4566,32.3238,1.4776,1.4305,75.0595,24.9405,55.41,9.3229,90.6771,96.5114,3.4886,-0.2135,0.4776,2.0937,9.7263,1.7142,7.9634,,-0.206,639.2306,1.2494,0.6247,204301400.86,3.9947,3.9303,104.0288,0.5052,0.4562,0.3489,-43.5602,184.2697,184.2697,-16.3962,87.3983,434.5392,184.5981,2728.24,-16.4099,194.4012,0.8981,7.8106,0.8976,22.9896,22.9896,17.9234,-241.3239,-3.3298,-14.7295
600582.SH,20180828,20180630,0.115,0.115,1.8736,1.8736,0.3097,0.0923,2.2688,23020923.07,452313294.27,2475683802.44,2.0633,1.5902,1.4595,0.6718,0.287,1.8846,0.2104,707735955.88,870878048.4,1072537904.83,245023831.3765,-183488781.0435,12241880138.8,2109532875.24,2705253984.63,-866724004.06,12358375025.35,14104630817.6,11555259401.05,22920589472.14,9771806127.81,0.1149,3.6968,-0.1354,2.3611,-0.2623,0.2104,0.0592,-0.0443,8.3398,31.9268,68.0732,19.2851,8.3398,4.382,14.1955,0.7076,1.6018,90.8729,10.1846,11.231,3.1413,3.12,2.9892,2.3634,1.755,2.999,6.2826,4.7268,45.7627,1.8437,2.4352,73.4308,26.5692,33.1573,11.8027,66.7506,77.7672,22.2328,-0.0422,0.8437,0.897,5.6555,0.7245,4.5683,,-0.0328,461.7562,3.51,1.29,6112406072.07,10.5708,3.9612,86.6092,2.809,2.7272,1.5999,2.9275,41.9753,41.9753,-188.0851,46.573,49.5761,41.7767,37.99,-187.9709,31.8173,2.243,2.3261,2.2446,40.57,40.57,37.072,525.9976,7.5554,4.4444
600592.SH,20180825,20180630,0.134,0.134,1.4245,1.4245,1.7422,0.4376,1.1659,24171946.92,29366288.6,153086794.49,2.8474,2.0698,1.1566,2.5081,0.3852,0.8723,0.2062,29860713.2,65381787.57,94736780.27,48015960.8415,47015960.8415,318041297.61,215873950.16,317838805.14,165518573.27,1699393665.11,956719327.41,1004237900.68,2178611499.18,640692290.67,0.134,4.5774,-0.0102,1.6035,-0.0143,0.1636,0.1202,0.1177,9.1804,26.8971,73.1029,17.6908,9.1804,4.4122,12.4633,0.8154,2.7377,94.7535,10.5446,11.4875,2.8718,2.8413,1.5752,2.3682,1.8925,2.5852,5.7436,4.7364,31.4008,1.4577,1.4809,54.3626,45.6374,62.6498,14.5891,83.9492,60.8016,39.1984,-0.0078,0.4577,2.1472,5.7543,1.9952,5.3467,10.2671,-0.0048,240.8133,3.785,1.9392,784246850.19,10.4817,5.8283,96.7061,1.5546,0.5618,1.0192,7.748,84.0659,84.0659,94.958,78.6663,75.0059,83.9629,62.11,94.9721,87.4203,-3.7249,-3.4424,-3.7244,33.713,33.713,30.2631,18.2591,-1.8447,-6.2215
600610.SH,20180830,20180630,-0.0176,-0.0176,0.0,0.0,0.3572,,-1.342,-607577.75,-18236694.63,0.0,1.1394,0.3684,0.3028,0.0,0.0,0.0,0.0,-18236694.63,-8450349.61,-7555978.91,15201574.6,15201574.6,195401383.08,47890567.0,180443575.36,171428237.61,14525078.29,45897677.3,170825914.91,196655508.44,-1437683973.73,-0.0176,0.0151,-0.0071,-1.342,-0.0005,-0.0079,0.0142,0.0142,,,,,,,,,,,,,-73.5126,-73.51,-71.1424,-1.9393,-4.3246,-4.1006,-147.0252,-3.8786,96.315,27.137,16.9988,85.2926,14.7074,3.3015,91.7562,8.2438,77.7242,22.2758,-0.023,26.1373,0.0383,0.0898,0.0343,0.0805,0.0847,-0.0179,,-8.6492,-4.3246,4771866.54,,,,-64.8273,-62.5242,-3.5627,,-1860.0,-1860.0,94.8401,-181.1834,-181.0153,-1705.626,-1195.44,94.8525,-115460.3138,-53.8226,1.9458,-53.7545,-100.0,-100.0,-100.0,-377.5257,-98.6082,0.0
600710.SH,20180809,20180630,0.16,0.16,30.2813,30.2813,0.9558,0.1595,1.0482,42791565.94,162638000.0,2041670169.77,1.0087,0.8544,0.6034,5.5381,1.2362,5.4169,0.9445,577530617.83,950191507.09,1211545208.76,-284135709.168,1137351351.412,20210681359.52,1837891419.72,13418219840.89,5058457032.42,3297013882.98,280119502.23,3813710232.11,20426970332.35,1578135767.81,0.1572,3.1693,0.696,1.2077,0.5656,0.7271,-0.2174,0.8704,1.3783,5.1596,94.8404,3.5523,1.3783,1.5045,1.2791,0.7687,0.0799,98.5405,1.6233,2.4013,5.0515,5.02,3.9993,2.2679,1.3018,3.7615,10.103,4.5358,83.4993,6.0603,10.3024,76.2419,23.7581,7.7621,65.6887,20.2747,90.5186,9.4814,0.0283,5.0604,0.1168,0.3086,0.093,0.2457,0.6518,0.0256,53.8775,2.6036,0.4903,7914838040.77,1.7391,1.4696,98.0962,3.1197,2.9344,0.7767,5.7281,23.0769,23.0769,81.439,20.9569,16.6754,24.7879,16.87,81.4466,14.6576,3.7482,2.8026,3.7492,16.2653,16.2653,27.0131,53.9262,8.8353,-8.0
600761.SH,20180817,20180630,0.46,0.46,6.806,6.806,0.7477,0.7708,3.5661,35588828.25,305628147.9,973443908.54,2.1928,1.7154,0.948,5.2197,0.9739,3.3511,0.6911,396173786.7,440216168.93,528103162.45,-49031561.8674,149695711.1326,2247784975.09,96844558.49,404772727.0,-493673707.53,4241052570.52,2921735144.47,2225038709.94,5143071388.47,3210100309.39,0.461,6.0848,0.1904,4.3369,-0.3737,0.5947,-0.0662,0.2022,7.6465,19.3234,80.6766,9.944,7.6465,4.2053,5.9618,-0.2231,0.7055,92.1358,9.013,8.7385,7.5518,7.25,6.7641,6.0392,5.2845,7.3735,15.1036,12.0784,36.7189,1.5803,1.6133,71.7346,28.2654,56.6403,7.8703,87.5712,89.0934,10.9066,0.0575,0.5803,1.6381,11.1269,1.5425,10.4776,,0.0512,84.4126,10.569,4.6811,1608920992.79,9.0021,4.1254,91.2284,4.4754,4.0417,3.2207,3.3632,53.3333,53.3333,-62.4013,43.5146,43.0486,52.4429,50.52,-54.8859,47.1971,-0.6417,5.5957,-0.6411,23.1955,23.1955,26.0838,64.4582,3.5638,-0.8105
600765.SH,20180821,20180630,0.09,0.09,3.2861,3.2861,2.0515,0.1417,1.793,1812489.89,66693699.56,724895797.62,1.1768,0.8687,0.7629,0.9254,0.2952,1.0545,0.2026,84325420.4,149651199.87,282475430.3,238633536.4403,-126647730.2297,4542827958.66,430183023.67,3573502522.94,2316021737.49,3512142439.38,1303664207.18,2875953019.73,7674156737.72,1505198683.71,0.0881,5.0287,0.177,1.9347,-0.1815,0.1924,0.3067,-0.1628,1.4193,28.3537,71.6463,16.6581,1.4193,1.9036,11.7488,3.0056,7.9318,96.7017,2.8847,5.8535,1.7895,1.82,1.7422,1.1859,0.2875,0.9796,3.579,2.3718,67.5765,3.0842,3.2964,68.6024,31.3976,27.7702,46.5654,50.9813,86.2644,13.7356,0.0187,2.0842,0.4578,1.0948,0.4109,0.9828,1.5165,0.0161,409.77,0.575,0.5429,3047838487.14,2.782,1.7287,96.4046,1.0727,1.0855,0.1103,14.94,-35.7143,-35.7143,-12.4629,-45.4672,-49.9446,-36.8468,-34.78,-12.4429,-41.9662,4.499,0.4472,4.4993,-4.3839,-4.3839,8.7085,35.1261,8.8216,-4.8089
600806.SH,20180901,20180630,-0.22,-0.22,0.4951,0.4951,0.0372,0.2205,-1.5518,-489135.49,-117519486.02,8747715.77,0.6141,0.2712,0.2381,1.0801,0.2684,0.6542,0.1581,-119626377.31,-103936491.25,-79401534.56,74185912.4,-70981420.64,1275010663.24,251320421.97,265180979.56,178426771.57,-352174317.46,-594398019.34,-415971247.77,108343477.53,-707075784.75,-0.2222,-0.2942,0.0447,-1.3314,-0.0499,-0.1957,0.1397,-0.1337,-46.1399,3.3267,96.6733,43.1084,-46.1399,12.3986,25.1078,5.602,3.9717,145.493,-45.695,-39.5263,,,,-6.2494,-7.295,-42.5811,,-12.4988,109.5944,,,57.8582,42.1418,-21.544,244.7595,-144.1985,85.9716,14.0284,0.0154,,-0.0872,-0.5891,-0.1966,-1.3281,-1.9738,0.0133,552.586,-14.59,-7.0955,479040461.57,-46.193,10.7863,140.2586,,,-3.898,11.7279,24.1379,24.1379,138.0102,25.282,23.8417,23.7012,23.82,138.0187,,-308.6111,-3.3674,-308.7531,-4.3263,-4.3263,-11.8721,-9.2819,-159.2939,
600815.SH,20180809,20180630,-0.06,-0.06,1.7854,1.7854,2.1445,0.286,-2.9142,61431247.13,-114523486.07,233970859.8,0.8826,0.6309,0.5923,0.7772,0.3839,2.5806,0.2755,-32984870.2,72036562.05,109212329.39,205894064.8174,-167341322.6226,2385203858.6,356588164.87,2608861117.88,2290298606.97,-336142452.53,-568848610.04,1571449996.93,3271681492.34,-2520389339.77,-0.0554,0.5145,0.4377,-2.6282,-0.0969,0.0751,0.2147,-0.1745,-0.6959,13.6657,86.3343,13.8252,-0.6959,4.9953,4.5955,4.2344,1.1754,101.9266,-1.0258,4.2075,-10.2117,-10.21,-22.0274,1.159,-0.1917,-6.639,-20.4234,2.318,88.9777,9.0725,11.9546,71.094,28.906,-5.5898,79.7407,15.082,90.5322,9.4678,0.0867,8.0726,0.0922,0.1891,-0.0628,-0.1288,-0.1468,0.0785,384.402,-0.3834,-0.8542,768340270.24,0.2168,6.0068,109.124,-12.946,-16.757,-0.9653,24.6658,-140.0,-140.0,167.0531,-108.0867,-98.3064,-137.9009,-64.1109,167.0288,-143.0882,-9.7052,-6.2912,-9.6921,-23.2081,-23.2081,-38.2497,-240.825,-12.0389,-9.8558
600835.SH,20180817,20180630,0.64,0.64,10.0792,10.0792,1.9939,1.2913,5.7381,5688424.71,647894941.33,2062032810.13,1.3599,0.9384,0.8262,3.9135,0.3645,6.7585,0.3089,1101620341.19,1077399286.35,1189888251.18,231866988.5224,236366988.5224,20591997228.65,379133403.13,39247185.0,-13395222639.62,9549164216.47,7425096609.05,-5970269030.57,12260681640.6,7189261830.49,0.6391,10.0342,-0.3529,7.0294,-0.3213,1.0534,0.2267,0.2311,10.5747,20.0034,79.9966,8.8378,10.5747,3.2889,6.9011,-1.3522,-0.0395,89.3134,11.931,10.4516,6.4398,6.34,6.3838,3.2281,3.2661,7.8005,12.8796,6.4562,63.2237,2.7191,3.2886,84.4257,15.5743,28.735,0.3201,83.7011,98.1948,1.8052,-0.0175,1.7191,0.4884,261.4793,0.4545,243.3083,,-0.0172,236.3499,6.5322,1.9582,1834196543.61,11.8141,2.6348,88.8874,4.0228,3.9741,2.0752,12.9856,3.2258,3.2258,-182.6657,3.6347,2.4812,3.6274,5.87,-182.6548,-4.96,2.2573,-0.8609,2.2567,7.2318,7.2318,8.7323,70.3326,9.0356,-15.4782
600841.SH,20180828,20180630,0.094,,2.5462,2.5462,1.2973,0.6126,1.3102,14925971.18,66783841.99,313524597.22,1.5729,1.4601,1.4087,7.9983,0.4439,1.8482,0.3209,4745222.33,63046628.22,140472480.41,137728119.35,137728119.35,3273541324.52,145875984.76,0.0,-2237238792.99,3468578222.83,1875369254.47,-361869538.52,3675292253.94,1666486201.88,0.0943,4.2374,0.2844,1.9228,0.2234,0.0727,0.1589,0.1589,3.6807,14.2075,85.7925,13.2951,3.6807,6.3734,8.1075,-1.1857,0.1203,99.785,3.5805,2.857,2.2397,2.23,1.8305,0.9169,1.1812,1.7267,4.4794,1.8338,48.1967,1.9304,1.8848,72.5739,27.4261,48.8896,0.0,99.9253,95.7339,4.2661,0.0753,0.9304,1.074,,1.0144,,,0.0721,59.3515,2.3624,1.1883,1409127894.43,3.5971,6.3955,98.7694,1.0173,0.9339,0.5313,21.3017,17.5,,21.0213,27.0274,26.9105,25.1244,20.92,21.0255,21.4308,1.3368,6.5606,1.3375,22.8478,22.8478,10.9479,-13.3648,3.0418,-12.4868
600843.SH,20180831,20180630,0.1826,0.1826,2.7248,2.7248,1.7612,0.0083,1.4444,10790731.31,89370615.19,442343387.81,2.8436,1.9639,1.5097,3.0156,0.5972,3.8111,0.3971,123285277.78,148824497.18,185552574.34,-100623867.6487,-40657101.6487,545369412.05,296087844.49,447804850.49,-198847372.11,1871576554.72,1660704824.65,1369482950.67,2983083602.77,796949280.53,0.1826,4.0361,-0.1052,1.4527,-0.1615,0.2713,-0.1834,-0.0741,7.5118,29.5923,70.4077,21.0228,7.5118,9.8743,10.3397,0.8089,-0.0234,91.7524,9.5542,9.9562,4.5952,4.5625,4.1002,3.9539,2.9831,3.9449,9.1904,7.9078,33.7102,1.5085,1.7269,66.9755,33.0245,48.936,15.0115,74.2233,69.8694,30.1306,-0.0641,0.5085,1.7174,4.9444,1.4517,4.1794,,-0.0448,187.7579,5.9662,2.661,557756081.25,9.7148,9.1447,91.3824,2.4891,2.2656,1.6411,-4.5039,-20.4704,-20.4704,3.4862,-23.0283,-21.6505,-20.4948,-21.11,3.4908,-25.8421,3.2145,3.2679,3.2131,-2.4644,-2.4644,-1.6402,17.7931,7.2107,-4.2155
600848.SH,20180830,20180630,0.1394,0.1394,0.5719,0.5719,3.7859,0.0987,0.9464,26937431.57,129187751.45,371254224.97,2.8283,0.9361,0.7756,2.0251,0.0607,5.2624,0.045,146658260.88,269425484.81,313322073.61,-1117493293.2218,1373807092.1182,2884446564.17,113414364.17,4609032673.01,1878106526.3,6263006090.61,7339030856.61,5737691949.99,12327133026.03,1170483668.85,0.1394,5.8311,-1.2087,1.0452,0.7956,0.2406,-0.9978,1.2267,23.2297,57.9629,42.0371,21.9594,23.2297,2.3674,9.6353,9.9568,-0.011,77.1027,32.1549,42.0646,2.3948,2.4,1.9816,1.8946,1.0462,1.7768,4.7896,3.7892,49.6372,1.9856,2.1813,74.082,25.918,40.8679,37.3893,52.9753,52.7684,47.2316,-0.3372,0.9856,0.8585,1.4169,0.8233,1.3589,3.3347,-0.178,4914.6218,2.0924,1.0978,2305867533.48,32.1377,2.27,75.8011,1.364,1.345,0.5571,-70.418,-18.7172,-18.7172,-8795.6835,-17.2792,-17.9693,-18.0814,-29.56,-8785.7422,-21.1035,0.3338,16.8316,0.3339,-29.2621,-29.2621,-35.1097,14.3744,3.8305,
600860.SH,20180810,20180630,-0.07,-0.07,1.1255,1.1255,1.6288,0.1082,-1.4135,1367377.22,-30049827.55,62254025.33,1.2368,0.6809,0.5222,1.4894,0.478,0.6963,0.244,-43805386.86,-27008796.43,4109966.2,-2393423.5,59464436.5,410468235.59,142683455.64,430568491.21,303523028.21,405545181.65,194899799.63,480422827.84,1414332555.83,-550810328.25,-0.068,1.327,0.0649,-1.3052,0.0763,-0.064,-0.0057,0.1409,-8.6583,13.1069,86.8931,18.2923,-8.6583,4.9695,10.7937,2.529,1.0851,109.2227,-8.5499,-5.6864,-4.9954,-5.12,-5.2336,-1.3877,-2.113,-2.1087,-9.9908,-2.7754,49.9989,2.0,3.3897,51.738,48.262,20.6124,30.4432,39.5929,83.6657,16.3343,0.0333,1.0,0.5692,1.3005,0.4123,0.9419,1.3361,0.0279,305.5073,-4.226,-1.4737,720227802.43,-8.0955,4.4786,108.1483,-1.2483,-1.4828,-0.799,3.2549,30.0,30.0,143.8217,15.9692,16.8663,34.8866,35.8483,143.8612,39.4591,-4.8268,2.2037,-4.8269,-11.3537,-11.3537,-9.8639,33.78,7.5528,-2.3762
600862.SH,20180824,20180630,0.09,0.09,0.9992,0.9992,1.0371,0.0395,0.3204,14938743.95,111366113.71,396020587.35,1.5827,0.9856,0.9167,1.3873,0.3058,1.2705,0.1984,180034780.84,205939333.11,275170365.18,-467285006.3621,-382285006.3621,2699779584.8,368655095.78,193039030.25,-825946891.9,3006256900.6,1650723158.05,764776266.15,3859989263.34,501469346.14,0.0907,2.5914,-0.2087,0.36,-0.2032,0.1478,-0.3354,-0.2744,11.3019,28.4523,71.5477,10.4912,11.3019,1.7422,8.9156,-0.1665,0.5496,87.0653,14.9622,14.7958,3.5563,3.55,3.1357,2.9348,2.2418,4.1537,7.1126,5.8696,47.0738,1.8894,1.9758,64.7123,35.2877,43.3902,5.001,93.5237,86.857,13.143,-0.1026,0.8894,1.1069,18.7009,0.9217,15.5733,,-0.0891,454.5995,4.4836,1.7999,1695418138.81,14.9682,1.9606,81.578,2.1708,2.0117,1.2541,-42.1208,-40.0,-40.0,-3160.9375,-23.4363,-28.1268,-41.013,-44.01,-3165.4285,-41.1124,3.346,-2.4983,3.3481,-20.9207,-20.9207,-34.1101,161.481,0.1687,-10.9422
600894.SH,20180825,20180630,0.1648,0.1648,2.8837,2.8837,2.8388,0.4984,3.7063,47325069.91,94357870.25,353504932.11,2.0229,1.6828,1.6437,2.1676,0.5656,2.0184,0.2677,1030510.4,133145162.67,197311159.56,-337471740.7653,-306306563.0853,2169666923.64,28500805.61,74991600.14,-2124500928.88,6583385855.96,2296089525.34,171588596.46,7126974552.41,3615761265.05,0.1648,7.9677,-0.0609,4.2046,-0.12,0.1548,-0.3924,-0.3562,5.7638,14.2554,85.7446,13.7514,5.7638,3.3083,11.2198,-0.7767,-0.0029,99.9584,5.0831,5.3692,2.0733,2.06,1.3808,1.4375,1.5432,1.7862,4.1466,2.875,24.3767,1.3223,1.3554,48.6936,51.3064,70.5982,1.0522,96.1388,98.7462,1.2538,-0.0233,0.3223,3.0142,91.3674,2.8961,87.7883,,-0.023,148.7562,3.0864,1.5297,1225133303.38,6.0513,3.3337,98.8255,1.7705,1.1568,1.3687,0.9189,-43.2702,-43.2702,-229.5745,-51.8018,-46.5399,-43.2778,-60.19,-229.3806,-44.5592,0.5337,1.3721,0.5339,15.1049,15.1049,14.9672,498.0413,2.3114,-2.6891
600960.SH,20180831,20180630,0.0811,0.0811,1.5345,1.5345,2.7925,0.089,0.8858,5499362.61,71621444.74,268473537.68,2.0774,1.7007,1.5428,1.9632,0.4184,0.9154,0.2146,77739771.6,118577710.21,219180554.65,-239664457.2499,-258718355.4699,753264301.48,242410036.56,1048184963.08,-122747792.1,4203841239.11,1784867780.32,1517315025.14,5818031808.6,926604239.71,0.0811,4.7715,-0.1995,0.9748,-0.3754,0.1248,-0.2521,-0.2722,4.7375,18.407,81.593,11.1198,4.7375,3.6806,6.2418,1.1974,0.855,94.67,6.7373,8.1299,1.7064,1.7,1.5847,1.7444,1.0165,1.444,3.4128,3.4888,29.9963,1.4285,1.5041,50.5087,49.4913,61.6968,18.0161,77.9542,81.0547,18.9453,-0.1144,0.4285,2.219,4.3269,2.0568,4.0106,,-0.0928,180.8754,2.033,1.1345,1736074010.34,6.7105,3.6422,93.8118,0.9442,0.8777,0.5701,-14.1601,-35.94,-35.94,-106.095,-17.3273,-16.1172,-35.9149,-40.13,-106.0537,-38.0202,0.7092,0.4773,0.709,23.7965,23.7965,23.0904,20.245,3.3966,1.7433
600967.SH,20180831,20180630,0.171,0.171,3.008,3.008,2.4351,0.0853,1.3418,24775862.58,264130262.08,581206053.99,1.4087,1.1795,0.9699,4.658,0.3829,2.3996,0.2781,329869382.69,261013430.09,401262880.5,-405654998.4746,-475654998.4746,9401461109.31,523212159.12,125000000.0,-7514629025.15,5761299604.53,3893453346.43,-3621175678.72,8450168748.99,2411244293.7,0.171,4.8909,1.2014,1.4271,1.2406,0.1545,-0.2401,-0.2815,5.7184,11.4356,88.5644,4.3511,5.7184,0.4293,5.5018,-1.58,0.4033,93.5096,6.7964,5.1356,3.5951,3.63,3.2868,1.4283,1.5903,2.6753,7.1902,2.8566,54.6926,2.2071,2.2741,73.0342,26.9658,31.3543,1.4793,97.7945,94.7937,5.2063,0.2131,1.2071,0.8223,66.1104,0.5733,46.0904,,0.202,115.1868,3.1806,1.5809,2358731071.05,6.7571,0.3854,92.5952,2.8324,2.6057,1.2014,23.0815,47.4138,47.4138,246.7244,59.8416,57.7693,47.2773,35.57,246.745,31.8975,5.8316,1.1006,5.8325,10.9136,10.9136,16.2105,308.3033,11.6604,-2.5411
600984.SH,20180825,20180630,0.0716,0.0716,1.1123,1.1123,3.1373,0.0199,-0.2108,1397054.58,57847133.75,285982578.48,0.9507,0.8454,0.7195,0.5158,0.3222,0.2861,0.1345,68174231.07,89827620.27,239264071.03,144660795.2477,361110795.2477,2262320949.31,694715001.79,928706393.91,610225545.12,2614735053.77,-156576021.11,438749524.01,4210307402.63,-157973006.69,0.0716,3.9568,0.0979,-0.1908,-0.004,0.1085,0.1748,0.4362,6.5162,31.0594,68.9406,21.6316,6.5162,1.7362,14.6149,5.2805,1.5258,92.5959,7.5442,9.7558,1.8254,1.83,1.7823,1.3126,0.8767,1.9323,3.6508,2.6252,54.2145,2.1841,2.1085,42.1293,57.8707,36.4812,22.0579,77.7943,81.738,18.262,0.0255,1.1841,0.8429,3.5268,0.6729,2.8155,4.2849,0.0209,434.5523,1.7534,0.8657,3361475593.49,7.4919,1.6163,88.0406,2.0165,2.0143,0.945,23.243,-19.3694,-19.3694,736.7521,-3.8225,-4.6115,4.7957,14.48,984.8228,3.9846,-21.6522,9.9353,1.8506,24.2461,24.2461,18.3682,16422.9661,0.7801,-3.4965
600992.SH,20180829,20180630,0.0475,0.0475,4.0156,4.0156,3.4288,0.2655,0.93,6661536.63,4985198.9,115795965.27,1.8038,1.3211,0.9518,3.6874,0.6256,3.9608,0.4269,6028707.09,17187655.96,32399583.11,49328820.3452,64128820.3452,613072521.53,28680000.0,339800000.0,-208585649.63,1371224488.94,717691253.56,449105603.93,1718280845.83,293021809.3,0.0475,5.6244,0.2541,1.1956,0.0996,0.0701,0.2013,0.2617,1.1834,11.7658,88.2342,10.6167,1.1834,8.3251,2.0645,0.2271,0.1047,99.3874,1.4106,1.7464,0.8462,0.84,0.3622,0.7455,0.5052,0.8449,1.6924,1.491,41.5906,1.7121,1.6751,68.2433,31.7567,58.1019,19.7756,80.2244,90.9653,9.0347,0.0697,0.7121,1.4044,4.0567,1.397,4.0354,,0.0634,136.3891,1.0104,0.5052,721213235.38,1.4089,8.1919,99.4078,0.4649,0.1784,0.2765,10.8724,21.7949,21.7949,2231.1927,10.0988,9.986,21.7087,8.98,2241.2701,20.2157,0.3121,4.846,0.3125,23.27,23.27,23.1905,30.7778,1.2419,-7.5682
